[250, 0.00096194, 0.0575702, -0.0391869, -1.20371e-35, -1.95231e-17, -2.97166e-17, -0.00792637, 1.95196e-17, -2.97329e-17, 0.00678577, 5.90434, -0.643821, -0.97216, 4.50506e-16, -1.24834e-16, 0.150217, 0.222245]
[250, 0.000831502, 0.0553453, -0.0367241, 0, 1.6321e-17, -5.20314e-17, -0.00241597, -1.63225e-17, -5.20281e-17, 0.00348255, 5.61019, -0.653037, -0.29459, -8.68942e-17, 7.14618e-17, 0.152367, 0.222245]
[250, 0.000743942, 0.050359, -0.0322547, 8.01557e-20, -3.20674e-17, -3.79555e-17, -0.00734055, 3.20654e-17, -3.79553e-17, 0.0112756, 5.03251, -0.634486, -0.894533, -2.43884e-17, 1.25598e-16, 0.148039, 0.222245]
[250, 0.00060979, 0.0466961, -0.0287619, 0, 1.16908e-18, -4.30186e-17, -0.00334182, -1.16536e-18, -4.30115e-17, 0.00882892, 4.58994, -0.629048, -0.403062, -2.20062e-16, -1.14808e-16, 0.146771, 0.222245]
[250, 0.000485606, 0.0418559, -0.024998, 8.01557e-20, 3.72006e-17, 6.19469e-17, -0.0015794, -3.72002e-17, 6.19365e-17, 0.00921376, 4.06464, -0.59136, -0.186266, 4.93167e-16, -2.58868e-16, 0.137979, 0.222245]
[250, 0.000475557, 0.0387332, -0.023686, 4.00778e-20, -4.69269e-18, -5.39681e-17, -0.00787256, 4.69349e-18, -5.39699e-17, 0.020116, 3.8061, -0.526858, -0.955037, 1.16788e-16, -1.78947e-16, 0.122932, 0.222245]
[250, 0.000422423, 0.0370095, -0.026966, 4.11593e-29, -4.30223e-13, 9.14662e-14, -0.000552507, 4.30229e-13, 9.14668e-14, 0.000616727, 3.90205, -0.351699, -0.0674535, -3.17312e-14, -4.54379e-13, 0.0820665, 0.222245]
[250, 0.000337375, 0.0355431, -0.0265032, -5.34371e-20, 5.76457e-17, 6.29439e-17, -0.000490327, -5.7699e-17, 6.28726e-17, 0.011158, 3.78397, -0.316701, -0.0559077, 2.29486e-15, 1.70918e-15, 0.0739032, 0.222245]
[250, 0.000366132, 0.0368408, -0.0253345, 8.01557e-20, 2.18328e-17, 2.0121e-16, -0.00152623, -2.18446e-17, 2.01195e-16, 0.0156485, 3.79391, -0.403284, -0.180343, 4.39961e-16, 4.52324e-16, 0.0941033, 0.222245]
[250, 0.000361293, 0.0366388, -0.0243405, -1.20234e-19, -6.2107e-18, 1.26255e-16, -5.86066e-05, 6.20862e-18, 1.26269e-16, 0.0131193, 3.71684, -0.431358, -0.000703001, -7.31273e-16, 4.42659e-16, 0.100654, 0.222245]
[250, 0.000344226, 0.0358173, -0.0267068, -4.00778e-20, -6.3722e-17, -1.71392e-17, -0.0012741, 6.37784e-17, -1.70736e-17, 0.0133824, 3.81504, -0.31903, -0.151728, -2.08944e-15, -2.00683e-15, 0.0744459, 0.222245]
[250, 0.00032447, 0.0345167, -0.026855, -5.34371e-20, 2.15612e-17, -1.22502e-16, -0.00221889, -2.15922e-17, -1.22486e-16, 0.0121589, 3.74477, -0.267937, -0.268359, -1.26358e-15, 2.23269e-15, 0.0625258, 0.222245]
[250, 0.000309739, 0.0339315, -0.0263139, 4.00778e-20, -2.88531e-16, 2.26485e-16, -0.00109406, 2.88603e-16, 2.26506e-16, 0.00825174, 3.67387, -0.266667, -0.130593, -7.16201e-17, -4.11965e-15, 0.0622305, 0.222245]
[250, 0.000333978, 0.0353669, -0.0254006, 5.34371e-20, -6.29883e-18, 1.01626e-16, 0.000306507, 6.19537e-18, 1.01562e-16, 0.0104192, 3.70391, -0.349418, 0.0418982, 1.49304e-15, 5.44499e-15, 0.0815368, 0.222245]
